,micro_SV,micro_SV,micro_VS,micro_VS
text_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness
film_id,,,,
1110316,68.03999999999998,0.6924190521240234,50.820000000000014,0.446575403213501
1110317,49.000000000000014,0.6998206973075867,133.30800000000002,0.6870673894882202
1110318,64.736,0.5072137713432312,87.48,0.5959032773971558
1110319,32.41216216216216,0.5602794289588928,125.44000000000001,0.6149271726608276
1110320,78.49333333333335,0.7900669574737549,71.9288888888889,0.6814696192741394
1110321,60.839999999999996,0.7056071162223816,74.66666666666667,0.7005956768989563
1110322,117.73999999999997,0.8101721405982971,95.57333333333334,0.6207388639450073
1110323,154.63,0.712505578994751,107.16222222222223,0.7096248269081116
1110324,57.34400000000001,0.5165483355522156,116.66666666666669,0.6043461561203003
1110325,108.416,0.7599364519119263,88.22153846153847,0.7012081146240234
1110326,71.68,0.6372976303100586,144.50000000000006,0.7243220806121826
