,micro_ChatGPT,micro_ChatGPT,micro_Gemini,micro_Gemini
text_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness
film_id,,,,
1110307,172.5125200154602,0.7435041666030884,104.6733715002481,0.7085846066474915
1110308,174.88004262651913,0.7350026369094849,104.06065624041705,0.724789023399353
1110309,215.84418103448274,0.688431441783905,124.94683800301405,0.6773325204849243
1110310,155.72793578355473,0.7166653275489807,118.9990953865713,0.677736759185791
1110311,180.8686175580222,0.7030671238899231,123.07252189413315,0.6717271208763123
1110312,162.15181518151815,0.7008621096611023,117.09001628284872,0.669065535068512
1110313,201.48927021684534,0.7175862193107605,115.46647164716471,0.6851359605789185
1110314,169.38618765333308,0.7229016423225403,121.42660336239103,0.6753798127174377
1110315,177.99407552083335,0.6994354724884033,133.4126163391934,0.6855452656745911
1110316,157.34596408634437,0.6952950358390808,111.80657767946037,0.6956279277801514
1110317,223.17841516963244,0.722134530544281,100.69232602267894,0.7254103422164917
1110318,190.17528209011738,0.6694325804710388,102.49153278599671,0.7113068103790283
1110319,288.04757039055403,0.725789487361908,127.8043804071656,0.6879128217697144
1110320,227.87564379083113,0.7094195485115051,107.89870043036277,0.7128289341926575
1110321,223.25067122077218,0.7301927208900452,101.27040567258172,0.7375054955482483
1110322,215.47305434955658,0.7351584434509277,80.2757295974952,0.7060348987579346
1110323,194.01377708978328,0.7140490412712097,103.92464652956298,0.7045398354530334
1110324,169.18306592256715,0.7073221206665039,89.85468186333455,0.6573304533958435
1110325,212.89168574223726,0.6956538558006287,106.38409022002773,0.7242433428764343
1110326,210.13973563528458,0.6654285788536072,119.36897383776196,0.7145069241523743
1080108,119.93385744234801,0.7258169054985046,73.71428571428571,0.6997852325439453
1090103,90.63806187974313,0.6718513369560242,134.5399999999999,0.6547748446464539
1110207,95.13908281174771,0.6991996765136719,95.18839738175674,0.6964247226715088
