rater_index,peer_1,peer_1,peer_10,peer_10,peer_11,peer_11,peer_12,peer_12,peer_13,peer_13,peer_14,peer_14,peer_15,peer_15,peer_16,peer_16,peer_17,peer_17,peer_18,peer_18,peer_19,peer_19,peer_2,peer_2,peer_20,peer_20,peer_21,peer_21,peer_22,peer_22,peer_23,peer_23,peer_24,peer_24,peer_25,peer_25,peer_26,peer_26,peer_27,peer_27,peer_28,peer_28,peer_29,peer_29,peer_3,peer_3,peer_30,peer_30,peer_31,peer_31,peer_32,peer_32,peer_33,peer_33,peer_34,peer_34,peer_35,peer_35,peer_36,peer_36,peer_4,peer_4,peer_5,peer_5,peer_6,peer_6,peer_7,peer_7,peer_8,peer_8,peer_9,peer_9
text_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness,lexical_richness,semantic_richness
film_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070101,85.74999999999997,0.6763693690299988,,,54.88000000000004,0.21412241458892822,,,40.319999999999986,0.512894332408905,63.00000000000002,0.40417182445526123,28.000000000000007,,101.07999999999991,0.468056321144104,12.000000000000002,,29.21559633027523,0.5512973666191101,33.879999999999995,,,,,,,0.799333930015564,,,,,,,,,,,,,,,,,71.68,0.47299492359161377,,,,,,,,,,,,,,,42.0,0.6641795039176941,,,61.74000000000001,0.4623830020427704,84.00000000000003,0.41234859824180603,35.84,0.6410753130912781,,
1070102,,,,,,0.4372625946998596,35.84,0.645362377166748,,,45.359999999999985,0.42796528339385986,,,,,,,,,,,101.07999999999991,0.6822675466537476,,,,,,,,,,,,,,,,,,,,,32.256,0.7100803256034851,,,,,,,,,,,,,,,,0.4945179224014282,,,50.40000000000002,0.4533292055130005,,0.7470599412918091,,,,
1070103,,0.7992849349975586,,,,,,,,,,,,,,,,,,,,,19.0,0.2085719108581543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,0.25528764724731445,,,,,,,,,,
1070105,,,,,,,,,,,,,,,,,,,,,,,71.68,0.7559981942176819,,,,,,,,,,,,,,,,,,,,,40.459999999999994,0.7006268501281738,,,,,,,,,,,,,,,,,,,,,71.68,0.5951032638549805,,,,
1070106,27.439999999999994,0.43276500701904297,,,22.58666666666667,0.3835858106613159,14.000000000000004,,18.293333333333333,0.5512069463729858,63.00000000000002,0.7432109117507935,,0.5546309947967529,27.0,0.5396919846534729,22.400000000000002,0.11390089988708496,,,28.000000000000007,0.6247279644012451,,,40.319999999999986,,40.319999999999986,,30.240000000000013,0.12643754482269287,16.14666666666667,0.622833251953125,40.319999999999986,,27.439999999999994,0.4870806336402893,40.459999999999994,0.40860515832901,18.293333333333333,0.1339600682258606,,,,,76.66400000000004,0.6618117094039917,,,,,,,,,,,,,,,,,20.160000000000007,,28.000000000000007,,152.46000000000015,0.4967179298400879,,,,
1070107,67.75999999999999,0.7710810899734497,,,,,,,,,,,,,,,,,,,,,22.0,0.08800601959228516,,,,,,,,,,,,,,,,,,,,,41.15999999999999,0.5573053359985352,,,,,,,,,,,,,,,45.359999999999985,0.41983258724212646,40.459999999999994,0.25268328189849854,31.0,0.5511772632598877,58.24,0.7212303876876831,,,35.84,0.7589335441589355
1070109,56.000000000000014,0.877983033657074,,,45.17333333333334,0.6912961006164551,19.958198198198197,0.7639427185058594,31.50000000000001,0.5630344152450562,17.0,0.810500979423523,61.74000000000001,0.4204925298690796,54.88000000000004,0.3665933609008789,,,23.0,0.6661686301231384,28.128,0.6156888008117676,20.160000000000007,0.9088078737258911,,0.8002064824104309,,,90.71999999999997,0.8436517119407654,56.000000000000014,0.9943986535072327,106.47000000000004,0.7661688923835754,58.86999999999998,0.7532675266265869,,,,,,,,,33.69333333333333,0.7525386214256287,,,,,,,,,,,,,,,,,,,,0.8793453574180603,64.736,0.6776332259178162,20.340000000000003,0.8553159832954407,,
1070110,27.940000000000005,0.6190077662467957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.4391031265258789,26.97333333333333,0.34052741527557373,,,,,,0.6432498097419739
