,lexical_richness,lexical_richness,lexical_richness,lexical_richness,semantic_richness,semantic_richness,semantic_richness,semantic_richness
,Analistas,Autores,IA,Pares,Analistas,Autores,IA,Pares
film_id,,,,,,,,
1090115,103.0909090909091,59.81743893678161,122.64375,48.916772554002534,0.4460231363773346,0.43770143389701843,0.7023427486419678,0.5805427432060242
1100101,89.69333333333331,74.06,88.49557267495823,77.625,0.589512050151825,0.5482711791992188,0.7058297991752625,0.5797808766365051
1100102,60.559322033898304,9.264254385964914,87.78260869565217,52.85774846914744,0.6239616870880127,0.13327288627624512,0.6943554878234863,0.5836805105209351
1100103,58.64727272727274,58.96268766558728,90.36423151316768,78.89350783397313,0.5788750052452087,0.5446829199790955,0.6854699850082397,0.6966704726219177
1100104,50.60722610722611,61.11636363636364,98.17587560558384,37.14489002099755,0.5329416394233704,0.6410011053085327,0.70477694272995,0.5842977166175842
1100105,101.07999999999997,101.07999999999991,95.74561403508773,35.17514595496247,0.5218884348869324,0.6518136262893677,0.7124908566474915,0.5513656735420227
1100106,68.5303867403315,33.92,90.188432150587,37.718635170603676,0.6360597014427185,0.4008994996547699,0.7401366829872131,0.586046576499939
1100107,47.503837167241834,21.620046620046622,97.55040176777823,58.63385826771654,0.5932825207710266,0.5357903838157654,0.7089523673057556,0.7285609245300293
1100108,77.75487007959367,40.07455696202532,145.2899987451374,61.87841191066998,0.6315288543701172,0.6559303402900696,0.7218937873840332,0.6796672940254211
1100109,98.43749999999999,22.916666666666664,104.70130298829051,30.40723981900453,0.6072666049003601,0.5146172642707825,0.705296516418457,0.38205841183662415
1100110,51.382796306764654,51.358627218934934,144.13887245476508,71.87952541589164,0.5148379802703857,0.6087194085121155,0.7102258801460266,0.5145435929298401
1100111,69.09710144927536,100.0,101.19820618325397,63.15751896474788,0.692025899887085,0.6981409192085266,0.7392590045928955,0.6057246327400208
1100112,72.7843137254902,41.869998711423236,106.21052631578948,120.99999999999997,0.6904401779174805,0.5917102098464966,0.690767228603363,0.6425219774246216
1100114,51.123768279671125,68.02919046149097,103.08284886759651,52.87313432835821,0.5207142233848572,0.6992585062980652,0.6703542470932007,0.6157650947570801
1100115,67.73550850399168,58.824,,69.35671462829737,0.6342357993125916,0.611453115940094,,0.6249679327011108
1100116,78.53700097370984,,119.25,53.62246811702926,0.6345155239105225,,0.7170509696006775,0.6776416897773743
1100117,53.96783357771261,55.03338130780645,138.6774162580232,54.86084563039988,0.6567205190658569,0.6556136012077332,0.6978219151496887,0.6796584129333496
1100118,107.54545454545459,135.52000000000015,120.78928613299442,40.794000000000004,0.6968963742256165,0.42053890228271484,0.7223691344261169,0.659280002117157
1100119,58.4028717681763,117.73999999999997,123.06123271486177,84.42220990391722,0.6356486678123474,0.53322434425354,0.6723926663398743,0.6350804567337036
1110201,56.229090909090914,54.88000000000004,91.66396248026346,53.10434480251617,0.581906795501709,0.6789839863777161,0.7172790765762329,0.5443375110626221
1110202,110.41333333333337,45.22936520291307,100.54769673473939,52.66483516483517,0.5968952178955078,0.5873075723648071,0.7157006859779358,0.5630678534507751
1110203,88.7784852546917,53.06262327416174,113.2615413066631,61.25,0.6688651442527771,0.6593742966651917,0.7361424565315247,0.5827871561050415
1110204,117.81333333333332,46.77433484510497,87.80719551625138,42.49976260298841,0.5412948727607727,0.4335562586784363,0.6862012147903442,0.4196973741054535
1110205,93.72332015810275,47.78666666666667,112.500040414357,88.0593412215924,0.6312252879142761,0.6470893621444702,0.7218316793441772,0.6300371289253235
1110206,121.0909090909091,37.333333333333336,112.58769397329485,52.985619898950645,0.6374971270561218,0.5082080960273743,0.7257076501846313,0.6709703803062439
1110207,94.5,55.064669010854615,93.01714726093378,33.72822625959918,0.5537559390068054,0.5731889605522156,0.7134993076324463,0.5031368732452393
1110208,84.72873400581193,36.419483985765126,138.0410312449409,43.26221804511278,0.6040387749671936,0.49908626079559326,0.6976549625396729,0.4520893692970276
1110209,111.36486486486487,48.449709513435,132.64447368421054,36.52375366822774,0.6244969964027405,0.6002028584480286,0.7500267028808594,0.5550745725631714
1110210,97.0427927927928,62.75478109688636,127.14459165872923,40.666425470332854,0.6136952638626099,0.6709676384925842,0.7023158669471741,0.47255492210388184
1110211,92.25033477161136,58.269231737718115,185.39334272934698,42.04528158295282,0.6877801418304443,0.6611332893371582,0.7427826523780823,0.5203487873077393
1110212,133.0,53.394014962593516,140.17993478412626,45.78400954653938,0.6514620780944824,0.4829753339290619,0.72648024559021,0.6107051968574524
1110213,60.03924418604651,33.06353602752948,110.6760547815025,25.616666666666667,0.53916996717453,0.48811501264572144,0.7146625518798828,0.5548344850540161
1110214,68.61343800105925,,195.6830230586031,65.47661870503597,0.6123572587966919,,0.7228541374206543,0.6062226295471191
1110215,93.01408450704226,73.05555555555554,174.9710798537721,69.34582752944156,0.624629020690918,0.6555997729301453,0.7076039910316467,0.6623287796974182
1110216,108.86138613861387,49.88199341795956,140.91214859060742,69.61999999999999,0.6610599160194397,0.5917164087295532,0.7275631427764893,0.5966788530349731
1110217,121.26344086021506,62.75342465753425,165.59905102461835,80.06655574043262,0.6289666891098022,0.6868296265602112,0.7175219655036926,0.6241869330406189
1110218,82.33233979135619,34.0,160.94572416072398,57.67656723963599,0.6513885259628296,0.5596809387207031,0.7517248392105103,0.5872911810874939
1110219,80.69894736842105,30.95969945355191,140.51679502523808,44.037024141132775,0.523254930973053,0.574057400226593,0.6629108786582947,0.524863600730896
1110220,79.1822262118492,23.774332430340557,153.62877579490396,,0.5817542672157288,0.5310848951339722,0.7068881988525391,
1110221,81.63237124768814,40.36363636363636,124.16658557200293,,0.6125385165214539,0.5447785258293152,0.7305843830108643,
1110222,168.54,65.49957534246576,154.55292006838022,56.264367816091955,0.7048754692077637,0.6629294753074646,0.7400601506233215,0.6557109951972961
1110223,83.89266765704585,73.17333333333337,157.83651622035873,55.508591065292094,0.5673584342002869,0.6665858030319214,0.7095348238945007,0.5997784733772278
1110224,89.58463541666667,61.85200000000001,148.90858165792457,76.23,0.6024760603904724,0.5728217363357544,0.6789964437484741,0.6269021034240723
1110225,65.67491485738613,53.19318181818181,133.58117260528752,64.83848797250859,0.6063424348831177,0.5748314261436462,0.6908814907073975,0.6245048642158508
1110226,63.71117528808857,87.12,95.00237781679837,121.15384615384617,0.6426851153373718,0.49345988035202026,0.6704797744750977,0.5136203765869141
1110227,96.6116666666667,53.94666666666666,148.4920874890965,28.08,0.6217277646064758,0.5968573093414307,0.6986574530601501,0.40266847610473633
1110228,62.80615384615386,68.92137902039102,122.80648215472762,29.557692307692307,0.6490102410316467,0.5437123775482178,0.67746502161026,0.5435581207275391
1110229,118.73037037037037,51.0,157.94515817269962,54.53274095497227,0.5789315700531006,0.39314475655555725,0.6855379939079285,0.5430001616477966
1110230,70.0,113.10827815342932,138.8887171389496,145.6233333333333,0.6128701567649841,0.72930908203125,0.6886632442474365,0.6347633004188538
1110301,93.6021897810219,,146.73884391351567,,0.5977665185928345,,0.692497193813324,
1110302,105.38080000000002,,134.50085562460595,,0.5790733098983765,,0.7075023651123047,
1110303,89.77999999999999,,148.2677191750436,,0.6755643486976624,,0.7214155197143555,
1110304,80.91999999999999,,136.69736247428244,,0.5905321836471558,,0.6950633525848389,
1110305,83.7890909090909,,159.68182265500423,,0.5539671778678894,,0.6810552477836609,
1110306,83.60240963855422,,147.8200043283197,,0.546323835849762,,0.6976462602615356,
1110307,86.70253164556962,,138.3707142316117,,0.6867842078208923,,0.7409149408340454,
1110308,112.998,,133.33407784145174,,0.6697158813476562,,0.728507399559021,
1110309,89.77999999999999,,162.905017215696,,0.6259722709655762,,0.6911455392837524,
1110310,79.99441340782124,,140.56821829718803,,0.6120916604995728,,0.7054004073143005,
1110311,93.57761732851985,,152.50833608482958,,0.6650365591049194,,0.6893419027328491,
1110312,107.8496287128713,,135.68297758232328,,0.6160334348678589,,0.6942692995071411,
1110313,103.04,,145.9830848498761,,0.5616286993026733,,0.7087650895118713,
1110314,75.0,,143.538626495817,,0.6155549883842468,,0.708350658416748,
1110315,89.60000000000001,,150.52651165806842,,0.582816481590271,,0.6949638724327087,
1110316,72.00000000000003,,134.4655560711373,,0.5253832340240479,,0.7025631666183472,
1110317,121.13919999999999,,145.41412497001528,,0.6465640068054199,,0.72933429479599,
1110318,85.941091954023,,129.1805811839333,,0.5648837089538574,,0.699908435344696,
1110319,77.92483660130719,,182.81080857024955,,0.5929410457611084,,0.7109552621841431,
1110320,90.48118279569893,,156.91700246381197,,0.6919549703598022,,0.7233912348747253,
1110321,79.21545454545455,,149.78741963647906,,0.6616504788398743,,0.7401416301727295,
1110322,80.04735376044567,,135.38715954974043,,0.6374332904815674,,0.7298797965049744,
1110323,114.765625,,135.74761904761903,,0.7003622055053711,,0.7215943932533264,
1110324,89.65333333333334,,125.21297469554992,,0.5880511403083801,,0.6875332593917847,
1110325,81.60797060486152,,147.24129618189016,,0.6744544506072998,,0.7193073034286499,
1110326,107.94427244582042,,151.67416460442598,,0.6545524597167969,,0.6994574666023254,
1070117,,67.46352941176471,,48.68132455939057,,0.5947058796882629,,0.5626503825187683
1080426,,41.026944426872475,,41.655783183952195,,0.6008082628250122,,0.560437798500061
1110133,,72.59887696402508,,66.09903381642512,,0.7051244974136353,,0.7333897352218628
1110134,,31.444032517420048,,31.0,,0.6400668621063232,,0.44173452258110046
1110135,,47.37735849056604,,56.76735113266011,,0.4302481710910797,,0.5305685997009277
1110136,,76.08339778879841,,41.0,,0.5585674047470093,,0.5651891231536865
1110137,,85.04503172384128,,68.72444444444443,,0.5894743204116821,,0.5520979166030884
1110138,,67.29411764705884,,61.574519230769226,,0.6836771368980408,,0.6478273272514343
1110139,,59.676278683316625,,55.424151296444805,,0.5445289611816406,,0.4597771465778351
1110140,,50.0,,61.45179584120983,,0.48416438698768616,,0.5846883058547974
1110141,,42.56651376146789,,69.74019587410005,,0.6157118082046509,,0.6153154969215393
1110142,,71.47323600973235,,51.27075170057365,,0.6027836203575134,,0.5789380073547363
1110143,,112.0,,47.54405325868504,,0.7286196947097778,,0.6483633518218994
1110144,,74.42,,73.55529792870804,,0.64030522108078,,0.6348617672920227
1110145,,64.0,,73.69637305699482,,0.6340010762214661,,0.637559711933136
1110146,,77.0,,63.2808131289255,,0.5841719508171082,,0.5245276689529419
1110147,,70.0,,63.17149523624344,,0.4518057107925415,,0.6769765615463257
1110148,,130.449715370019,,44.380341880341874,,0.6685640811920166,,0.5189675688743591
1110149,,15.503623188405797,,54.208,,0.5416980385780334,,0.5601490139961243
1110150,,64.04304635761588,,47.320000000000036,,0.6492094993591309,,0.6616145372390747
1110151,,61.299099519806795,,35.861514028586555,,0.5421479344367981,,0.5427142381668091
1110152,,49.017793594306056,,101.80230826507818,,0.5900272727012634,,0.6182928085327148
1110153,,86.75336322869956,,69.59683135893422,,0.5531940460205078,,0.5719125270843506
1110154,,36.581615120274925,,81.37122158452787,,0.5310097336769104,,0.6289174556732178
1110156,,51.18604651162791,,51.56637980429571,,0.4953462779521942,,0.5370012521743774
1110158,,55.98449857639987,,70.27793587554544,,0.670127272605896,,0.6347447633743286
1110159,,39.013671875,,32.56179775280899,,0.6961907148361206,,0.5390996336936951
1110160,,58.33333333333334,,29.693821926105393,,0.47404131293296814,,0.5156087279319763
